0.1, -0.1, 0.1, -0.1, 0.1, -0.1, 0.1, -0.1, 0.1, 0.0 | 109.80075214567371
0.6, -0.4, 0.3, 0.2, -0.5, 0.4, -0.1, 0.5, -0.2, 0.1 | 28.7457259058583
0.7, 0.6, -0.4, 0.5, -0.2, 0.3, -0.6, 0.4, -0.5, 0.2 | 25.801881067449397
0.2, 0.1, -0.2, 0.1, 0.2, -0.2, 0.3, -0.3, 0.2, 0.1 | 94.94363194398798
-0.1, -0.1, 0.2, -0.2, 0.2, 0.1, -0.2, 0.3, -0.3, 0.1 | 36.074146602964376
0.3, 0.2, -0.1, 0.2, 0.2, -0.3, 0.2, -0.2, 0.1, 0.1 | 70.66922927837965
0.1, -0.3, 0.2, 0.3, -0.4, 0.4, -0.1, 0.1, -0.3, 0.3 | 31.06065888123564
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 | 81.94636295377221
0.2, -0.2, 0.2, -0.2, 0.2, 0.2, -0.2, 0.2, -0.2, 0.2 | 31.492790579994278
0.3, 0.2, 0.1, 0.0, 0.3, -0.4, 0.4, -0.3, 0.2, 0.1 | 87.5122025077712
0.2, 0.2, -0.3, 0.1, 0.2, 0.1, -0.1, 0.2, 0.3, 0.0 | 26.57170396364297
0.1, 0.1, -0.1, 0.1, 0.1, -0.1, 0.1, -0.1, 0.1, 0.1 | 68.41424166666825
0.1, 0.1, 0.2, -0.1, -0.1, 0.1, 0.1, 0.0, 0.1, 0.0 | 52.446901260487266
0.2, -0.1, 0.1, 0.1, 0.2, 0.1, -0.1, 0.1, 0.1, 0.1 | 26.077740981289566
0.0, -0.1, 0.0, 0.1, 0.2, -0.1, 0.0, 0.1, 0.0, 0.0 | 35.82122817845589
0.1, 0.3, -0.1, -0.1, 0.1, 0.0, 0.1, 0.0, -0.1, 0.0 | 96.20306086897895
-0.3, -0.1, 0.1, -0.3, 0.3, 0.1, -0.2, 0.2, -0.3, 0.2 | 30.5754387411324
0.1, 0.3, 0.1, -0.2, 0.0, 0.1, 0.1, -0.1, 0.0, 0.1 | 89.78498228471662
0.4, 0.2, -0.1, 0.3, -0.2, 0.2, 0.0, 0.4, -0.3, 0.1 | 29.641096672942858
0.2, 0.3, 0.1, -0.3, 0.0, 0.0, 0.1, 0.0, -0.2, 0.1 | 60.33419640488887
-0.5, -0.2, 0.3, 0.1, 0.2, 0.1, 0.2, 0.1, 0.3, 0.0 | 40.96799967425274
0.2, 0.3, 0.2, -0.2, 0.1, 0.1, 0.1, -0.1, 0.1, 0.0 | 97.15893408365983
0.0, 0.1, 0.3, -0.1, 0.0, 0.0, 0.2, 0.1, 0.0, 0.0 | 70.29692793388972
